4.693848000000000000e+06,1.703941858642619991e+03
4.693988000000000000e+06,1.652255833971925313e+03
4.694128000000000000e+06,1.666390574401847061e+03
4.694268000000000000e+06,1.659210972423505382e+03
4.694404000000000000e+06,1.641833774382031834e+03
4.694540000000000000e+06,1.604575295893539078e+03
4.694688000000000000e+06,1.597561633128510266e+03
4.694952000000000000e+06,1.633599388386498049e+03
4.695888000000000000e+06,1.627816678323374845e+03
4.696820000000000000e+06,1.602240896130069586e+03
4.697756000000000000e+06,1.600039283966593985e+03
4.698692000000000000e+06,1.600265110949902237e+03
4.699628000000000000e+06,1.575231314452551260e+03
4.700560000000000000e+06,1.577384072767299131e+03
4.701496000000000000e+06,1.601997871352324864e+03
4.702432000000000000e+06,1.611533778243949428e+03
4.703368000000000000e+06,1.579279561322771087e+03
4.704300000000000000e+06,1.607334517581760792e+03
4.705236000000000000e+06,1.606032228497152801e+03
4.706172000000000000e+06,1.604634067217480151e+03
4.707108000000000000e+06,1.625389753677605086e+03
4.708040000000000000e+06,1.624281994677827925e+03
4.708976000000000000e+06,1.642383065339200812e+03
4.709912000000000000e+06,1.641497024264093170e+03
4.710848000000000000e+06,1.630709959743624950e+03
4.711780000000000000e+06,1.630464380931253345e+03
4.712716000000000000e+06,1.618006727351654035e+03
4.713652000000000000e+06,1.660314942023695949e+03
4.714588000000000000e+06,1.689479326157648529e+03
4.715528000000000000e+06,1.655751541128661074e+03
4.716456000000000000e+06,1.663538445658086175e+03
4.717392000000000000e+06,1.679075986061828189e+03
4.718328000000000000e+06,1.695732802245240464e+03
4.719260000000000000e+06,1.672664065973065135e+03
4.720196000000000000e+06,1.664579065382785529e+03
4.721132000000000000e+06,1.686907741763855711e+03
4.722068000000000000e+06,1.667871643096612161e+03
4.723000000000000000e+06,1.687795327567899676e+03
4.723936000000000000e+06,1.701024415759459998e+03
4.724872000000000000e+06,1.714877395867945552e+03
4.725808000000000000e+06,1.684794121762237637e+03
4.726740000000000000e+06,1.702092020389901109e+03
4.727676000000000000e+06,1.691748891386714831e+03
4.728612000000000000e+06,1.703557610115149828e+03
4.729548000000000000e+06,1.687879749495004944e+03
4.730480000000000000e+06,1.648270922554683239e+03
4.731416000000000000e+06,1.653725986417058493e+03
4.732352000000000000e+06,1.661208573460557773e+03
4.733288000000000000e+06,1.644149216729415002e+03
4.734220000000000000e+06,1.639423040565348629e+03
4.735156000000000000e+06,1.637548146171103099e+03
4.736092000000000000e+06,1.665031341890948397e+03
4.737032000000000000e+06,1.614232319698434594e+03
4.737960000000000000e+06,1.610275645719869544e+03
4.738896000000000000e+06,1.586002482910757635e+03
4.739832000000000000e+06,1.581221961368755274e+03
4.740768000000000000e+06,1.595637463826569501e+03
4.741700000000000000e+06,1.567287778604728601e+03
4.742636000000000000e+06,1.561489411021147134e+03
4.743572000000000000e+06,1.487714440263404185e+03
4.744508000000000000e+06,1.501140880802384117e+03
4.745440000000000000e+06,1.506607732366966502e+03
4.746376000000000000e+06,1.502406169078178664e+03
4.747312000000000000e+06,1.458944347526189176e+03
4.748248000000000000e+06,1.426975702528344527e+03
4.749180000000000000e+06,1.404986530109576051e+03
4.750116000000000000e+06,1.403663384023116350e+03
4.751052000000000000e+06,1.352313269356664932e+03
4.751988000000000000e+06,1.351555022313735662e+03
4.752920000000000000e+06,1.309832639992307804e+03
4.753856000000000000e+06,1.283514854638197676e+03
4.754792000000000000e+06,1.280789236991836788e+03
4.755728000000000000e+06,1.255958660069931739e+03
4.756660000000000000e+06,1.231268122794908322e+03
4.757596000000000000e+06,1.234339657610586755e+03
4.758536000000000000e+06,1.235270605548154435e+03
4.759468000000000000e+06,1.193060172596824259e+03
4.760400000000000000e+06,1.186006284920216558e+03
4.761336000000000000e+06,1.155372535674782966e+03
