3.342756000000000000e+06,1.542387260540802572e+03
3.342896000000000000e+06,1.558813588323396061e+03
3.343040000000000000e+06,1.591747666284941033e+03
3.343176000000000000e+06,1.636038214252325588e+03
3.343316000000000000e+06,1.668815139060812726e+03
3.343452000000000000e+06,1.714051524289540794e+03
3.343600000000000000e+06,1.754121356832143647e+03
3.343860000000000000e+06,1.790372035502759900e+03
3.344796000000000000e+06,1.786276198630809859e+03
3.345732000000000000e+06,1.825497409424192256e+03
3.346668000000000000e+06,1.863137642578997884e+03
3.347600000000000000e+06,1.903704642836591347e+03
3.348536000000000000e+06,1.909506561910820210e+03
3.349472000000000000e+06,1.950499511298148946e+03
3.350408000000000000e+06,1.955727924531036024e+03
3.351340000000000000e+06,2.004594884092439997e+03
3.352276000000000000e+06,2.004928595007245804e+03
3.353212000000000000e+06,2.025101083820686654e+03
3.354148000000000000e+06,2.038075211846088450e+03
3.355080000000000000e+06,2.078253923839263280e+03
3.356016000000000000e+06,2.069426405989983778e+03
3.356952000000000000e+06,2.092314940226794533e+03
3.357888000000000000e+06,2.090786227298151516e+03
3.358820000000000000e+06,2.142292410053591539e+03
3.359764000000000000e+06,2.149578915121994214e+03
3.360692000000000000e+06,2.170459599060215623e+03
3.361628000000000000e+06,2.191326502536286625e+03
3.362560000000000000e+06,2.206718189242156768e+03
3.363496000000000000e+06,2.219883089982387901e+03
3.364432000000000000e+06,2.241551528286000575e+03
3.365368000000000000e+06,2.259522942045780383e+03
3.366300000000000000e+06,2.271998761882740382e+03
3.367236000000000000e+06,2.293516231643920037e+03
3.368172000000000000e+06,2.327022073560473018e+03
3.369108000000000000e+06,2.344518427865346439e+03
3.370040000000000000e+06,2.324223976539459727e+03
3.370976000000000000e+06,2.366002407691506050e+03
3.371912000000000000e+06,2.362640287495881239e+03
3.372848000000000000e+06,2.379034218730362682e+03
3.373780000000000000e+06,2.420392970306887037e+03
3.374716000000000000e+06,2.408353052564928475e+03
3.375652000000000000e+06,2.440094726701678155e+03
3.376588000000000000e+06,2.439673398705177533e+03
3.377520000000000000e+06,2.438959727083863982e+03
3.378456000000000000e+06,2.461618376530341266e+03
3.379392000000000000e+06,2.489677162660820613e+03
3.380328000000000000e+06,2.532034353967383595e+03
3.381268000000000000e+06,2.531340513152853873e+03
3.382196000000000000e+06,2.550559246779343084e+03
3.383132000000000000e+06,2.585106489322580728e+03
