5.024112000000000000e+06,6.526400232900216452e+02
5.024252000000000000e+06,6.189911146373589190e+02
5.024392000000000000e+06,6.201983553670551146e+02
5.024532000000000000e+06,6.213131255655234781e+02
5.024672000000000000e+06,6.196329558698439541e+02
5.024816000000000000e+06,6.255773333489632932e+02
5.024956000000000000e+06,6.261421563830373316e+02
5.025216000000000000e+06,6.130301787024844771e+02
5.026152000000000000e+06,6.194844630820049360e+02
5.027088000000000000e+06,6.260942421073683590e+02
5.028024000000000000e+06,6.124614273568581666e+02
5.028956000000000000e+06,6.278670241380733614e+02
5.029900000000000000e+06,6.250967925049687892e+02
5.030828000000000000e+06,6.153543694490191456e+02
5.031760000000000000e+06,6.089408838302779259e+02
5.032696000000000000e+06,6.125120406979767722e+02
5.033632000000000000e+06,6.136195889963096306e+02
5.034568000000000000e+06,6.262220053623155991e+02
5.035500000000000000e+06,6.224419651662313981e+02
5.036436000000000000e+06,6.108567753573663595e+02
5.037372000000000000e+06,6.300626952930954303e+02
5.038308000000000000e+06,6.156183882893687951e+02
5.039244000000000000e+06,6.118937816320737966e+02
5.040176000000000000e+06,6.267080660084087640e+02
5.041112000000000000e+06,6.388943574645185208e+02
5.042048000000000000e+06,6.336852531028317799e+02
5.042980000000000000e+06,6.178818657316300005e+02
5.043916000000000000e+06,6.160170452187179535e+02
5.044852000000000000e+06,6.285029832864756827e+02
5.045788000000000000e+06,6.113746805355942797e+02
5.046724000000000000e+06,6.276185147045935082e+02
5.047656000000000000e+06,6.155404129705863170e+02
5.048592000000000000e+06,6.152609202606646477e+02
5.049528000000000000e+06,6.237739975343633887e+02
5.050464000000000000e+06,6.219236287519553343e+02
5.051404000000000000e+06,6.049710736886516997e+02
5.052332000000000000e+06,6.307059536741348893e+02
5.053268000000000000e+06,6.263481460018861071e+02
5.054200000000000000e+06,6.107863783680837741e+02
5.055136000000000000e+06,6.201515943702797813e+02
5.056072000000000000e+06,6.302277366158998575e+02
5.057008000000000000e+06,6.205956815834283589e+02
5.057944000000000000e+06,6.194844630820049360e+02
