7.476108000000000000e+06,3.930000000000000000e+02,3.090000000000000000e+02,3.860000000000000000e+02
7.476256000000000000e+06,3.500000000000000000e+02,3.080000000000000000e+02,3.850000000000000000e+02
7.476392000000000000e+06,3.480000000000000000e+02,3.070000000000000000e+02,3.860000000000000000e+02
7.476532000000000000e+06,3.480000000000000000e+02,3.100000000000000000e+02,3.880000000000000000e+02
7.476668000000000000e+06,3.480000000000000000e+02,3.120000000000000000e+02,3.910000000000000000e+02
7.476816000000000000e+06,3.520000000000000000e+02,3.120000000000000000e+02,3.890000000000000000e+02
7.476952000000000000e+06,3.520000000000000000e+02,3.120000000000000000e+02,3.920000000000000000e+02
7.477212000000000000e+06,3.520000000000000000e+02,3.130000000000000000e+02,3.930000000000000000e+02
7.478148000000000000e+06,3.520000000000000000e+02,3.110000000000000000e+02,3.910000000000000000e+02
7.479084000000000000e+06,3.470000000000000000e+02,3.040000000000000000e+02,3.810000000000000000e+02
7.480016000000000000e+06,3.440000000000000000e+02,3.090000000000000000e+02,3.990000000000000000e+02
7.480952000000000000e+06,3.520000000000000000e+02,3.120000000000000000e+02,3.910000000000000000e+02
7.481888000000000000e+06,3.480000000000000000e+02,3.080000000000000000e+02,3.870000000000000000e+02
7.482824000000000000e+06,3.510000000000000000e+02,3.100000000000000000e+02,3.880000000000000000e+02
7.483760000000000000e+06,3.500000000000000000e+02,3.120000000000000000e+02,3.910000000000000000e+02
7.484692000000000000e+06,3.530000000000000000e+02,3.110000000000000000e+02,3.910000000000000000e+02
7.485628000000000000e+06,3.520000000000000000e+02,3.130000000000000000e+02,3.960000000000000000e+02
7.486564000000000000e+06,3.530000000000000000e+02,3.110000000000000000e+02,3.900000000000000000e+02
7.487504000000000000e+06,3.550000000000000000e+02,3.130000000000000000e+02,3.960000000000000000e+02
7.488432000000000000e+06,3.470000000000000000e+02,3.150000000000000000e+02,4.030000000000000000e+02
7.489368000000000000e+06,3.490000000000000000e+02,3.070000000000000000e+02,3.870000000000000000e+02
7.490304000000000000e+06,3.530000000000000000e+02,3.160000000000000000e+02,3.990000000000000000e+02
7.491240000000000000e+06,3.500000000000000000e+02,3.100000000000000000e+02,3.910000000000000000e+02
7.492172000000000000e+06,3.540000000000000000e+02,3.130000000000000000e+02,3.950000000000000000e+02
7.493108000000000000e+06,3.540000000000000000e+02,3.160000000000000000e+02,3.990000000000000000e+02
7.494044000000000000e+06,3.470000000000000000e+02,3.080000000000000000e+02,3.870000000000000000e+02
7.494980000000000000e+06,3.550000000000000000e+02,3.160000000000000000e+02,4.030000000000000000e+02
7.495912000000000000e+06,3.510000000000000000e+02,3.080000000000000000e+02,3.910000000000000000e+02
7.496848000000000000e+06,3.530000000000000000e+02,3.120000000000000000e+02,3.950000000000000000e+02
7.497784000000000000e+06,3.550000000000000000e+02,3.160000000000000000e+02,3.990000000000000000e+02
7.498716000000000000e+06,3.490000000000000000e+02,3.160000000000000000e+02,3.960000000000000000e+02
7.499652000000000000e+06,3.520000000000000000e+02,3.150000000000000000e+02,3.990000000000000000e+02
7.500588000000000000e+06,3.580000000000000000e+02,3.230000000000000000e+02,3.960000000000000000e+02
7.501524000000000000e+06,3.500000000000000000e+02,3.120000000000000000e+02,3.960000000000000000e+02
7.502460000000000000e+06,3.480000000000000000e+02,3.120000000000000000e+02,3.940000000000000000e+02
7.503392000000000000e+06,3.500000000000000000e+02,3.120000000000000000e+02,3.950000000000000000e+02
7.504328000000000000e+06,3.520000000000000000e+02,3.150000000000000000e+02,3.930000000000000000e+02
7.505264000000000000e+06,3.470000000000000000e+02,3.110000000000000000e+02,3.960000000000000000e+02
7.506200000000000000e+06,3.550000000000000000e+02,3.180000000000000000e+02,4.030000000000000000e+02
7.507132000000000000e+06,3.540000000000000000e+02,3.120000000000000000e+02,3.960000000000000000e+02
7.508068000000000000e+06,3.470000000000000000e+02,3.050000000000000000e+02,3.840000000000000000e+02
7.509008000000000000e+06,3.480000000000000000e+02,3.040000000000000000e+02,3.810000000000000000e+02
7.509936000000000000e+06,3.520000000000000000e+02,3.080000000000000000e+02,3.850000000000000000e+02
7.510872000000000000e+06,3.440000000000000000e+02,3.040000000000000000e+02,3.850000000000000000e+02
7.511808000000000000e+06,3.500000000000000000e+02,3.120000000000000000e+02,3.970000000000000000e+02
7.512744000000000000e+06,3.550000000000000000e+02,3.170000000000000000e+02,4.060000000000000000e+02
7.513680000000000000e+06,3.540000000000000000e+02,3.130000000000000000e+02,3.970000000000000000e+02
7.514612000000000000e+06,3.510000000000000000e+02,3.080000000000000000e+02,3.850000000000000000e+02
7.515548000000000000e+06,3.480000000000000000e+02,3.040000000000000000e+02,3.840000000000000000e+02
7.516484000000000000e+06,3.580000000000000000e+02,3.160000000000000000e+02,3.990000000000000000e+02
7.517420000000000000e+06,3.530000000000000000e+02,3.120000000000000000e+02,3.990000000000000000e+02
7.518352000000000000e+06,3.430000000000000000e+02,3.120000000000000000e+02,4.060000000000000000e+02
7.519288000000000000e+06,3.440000000000000000e+02,3.160000000000000000e+02,4.150000000000000000e+02
7.520224000000000000e+06,3.590000000000000000e+02,3.160000000000000000e+02,3.990000000000000000e+02
7.521160000000000000e+06,3.480000000000000000e+02,3.120000000000000000e+02,3.980000000000000000e+02
7.522092000000000000e+06,3.500000000000000000e+02,3.120000000000000000e+02,3.940000000000000000e+02
7.523028000000000000e+06,3.470000000000000000e+02,3.090000000000000000e+02,3.880000000000000000e+02
7.523964000000000000e+06,3.520000000000000000e+02,3.130000000000000000e+02,3.910000000000000000e+02
7.524900000000000000e+06,3.480000000000000000e+02,3.070000000000000000e+02,3.920000000000000000e+02
7.525832000000000000e+06,3.480000000000000000e+02,3.120000000000000000e+02,3.930000000000000000e+02
7.526768000000000000e+06,3.530000000000000000e+02,3.120000000000000000e+02,3.900000000000000000e+02
7.527704000000000000e+06,3.480000000000000000e+02,3.080000000000000000e+02,3.870000000000000000e+02
7.528640000000000000e+06,3.520000000000000000e+02,3.030000000000000000e+02,3.710000000000000000e+02
7.529572000000000000e+06,3.580000000000000000e+02,3.190000000000000000e+02,3.820000000000000000e+02
7.530516000000000000e+06,3.480000000000000000e+02,3.060000000000000000e+02,3.800000000000000000e+02
7.531444000000000000e+06,3.550000000000000000e+02,3.190000000000000000e+02,4.030000000000000000e+02
7.532376000000000000e+06,3.470000000000000000e+02,3.070000000000000000e+02,3.870000000000000000e+02
7.533312000000000000e+06,3.500000000000000000e+02,3.060000000000000000e+02,3.820000000000000000e+02
7.534248000000000000e+06,3.530000000000000000e+02,3.120000000000000000e+02,3.990000000000000000e+02
7.535184000000000000e+06,3.550000000000000000e+02,3.100000000000000000e+02,3.960000000000000000e+02
7.536120000000000000e+06,3.550000000000000000e+02,3.120000000000000000e+02,3.870000000000000000e+02
7.537052000000000000e+06,3.450000000000000000e+02,3.050000000000000000e+02,3.840000000000000000e+02
7.537988000000000000e+06,3.530000000000000000e+02,3.150000000000000000e+02,4.010000000000000000e+02
7.538924000000000000e+06,3.480000000000000000e+02,3.100000000000000000e+02,4.040000000000000000e+02
7.539860000000000000e+06,3.450000000000000000e+02,3.060000000000000000e+02,3.860000000000000000e+02
7.540792000000000000e+06,3.440000000000000000e+02,3.120000000000000000e+02,4.050000000000000000e+02
7.541728000000000000e+06,3.500000000000000000e+02,3.120000000000000000e+02,3.830000000000000000e+02
7.542664000000000000e+06,3.530000000000000000e+02,3.120000000000000000e+02,3.910000000000000000e+02
7.543600000000000000e+06,3.450000000000000000e+02,3.070000000000000000e+02,3.850000000000000000e+02
7.544532000000000000e+06,3.560000000000000000e+02,3.170000000000000000e+02,3.990000000000000000e+02
7.545468000000000000e+06,3.520000000000000000e+02,3.170000000000000000e+02,3.870000000000000000e+02
7.546404000000000000e+06,3.530000000000000000e+02,3.160000000000000000e+02,3.910000000000000000e+02
7.547340000000000000e+06,3.510000000000000000e+02,3.100000000000000000e+02,3.840000000000000000e+02
7.548272000000000000e+06,3.550000000000000000e+02,3.150000000000000000e+02,3.870000000000000000e+02
7.549208000000000000e+06,3.530000000000000000e+02,3.110000000000000000e+02,3.910000000000000000e+02
7.550144000000000000e+06,3.450000000000000000e+02,3.050000000000000000e+02,3.820000000000000000e+02
7.551080000000000000e+06,3.520000000000000000e+02,3.150000000000000000e+02,3.910000000000000000e+02
7.552020000000000000e+06,3.500000000000000000e+02,3.090000000000000000e+02,3.850000000000000000e+02
